creation(s),filtering(s),bfs(s),overall runtime(s),whole memory usage(byte)
0.0,0.00020112991333007813,0.0,0.00020112991333007813,320
0.0,0.0,0.0,0.0,320
0.0,0.0,0.0,0.0,320
0.0,0.00019989013671875,0.0,0.00019989013671875,320
0.0,0.0,0.0,0.0,320
0.00010094642639160156,0.0,0.0,0.00010094642639160156,320
0.0,0.0,0.0,0.0,320
